ID	Gene	AVG_Medium	AVG_Reference_Standard	AVG_GA	AVG_generic
ILMN_2705878	LIMD2	8.693046667	8.044581579	8.037157353	7.890031818
ILMN_2594525	NSDHL	7.7064	8.354552632	8.365227941	8.322163636
ILMN_2606825	CMAH	8.312323333	7.6647	7.634252941	7.396363636
ILMN_2522460	3010031K01RIK8.543816667	9.191336842	9.234385294	9.170268182
ILMN_3132898	YPEL3	13.39026333	12.74307368	12.76953824	12.67990455
ILMN_1243621	A130026C10RIK	9.7118	9.064681579	9.029929412	8.839186364
ILMN_2751037	SPATA13	11.19429	10.54886053	10.48956912	10.47108636
ILMN_1232235	THADA	9.334693333	8.690102632	8.651617647	8.673077273
ILMN_1254157	WARS	9.735603333	10.37886316	10.35691912	10.27182273
ILMN_2777769	H2-­‐DMA	11.86790667	12.51002368	12.53100441	12.56078636
ILMN_1228832	NGP	8.59455	7.952828947	8.124844118	8.267295455
ILMN_1219896	LOC623121	9.744836667	9.106268421	9.038876471	8.866836364
ILMN_1255510	LMNA	8.915643333	9.554178947	9.570432353	9.583027273
ILMN_1230546	CLIC4	10.53869333	11.17695526	11.15126618	11.20304091
ILMN_2724570	MAPK12	7.503686667	6.865684211	6.859533824	6.8399
ILMN_2977791	MAN2A2	7.365183333	6.727613158	6.778547059	6.671459091
ILMN_2722784	CD3G	11.37494	10.73794474	10.74789559	10.50351818
ILMN_3137291	LIF	5.86542	6.499805263	6.54505	6.506213636
ILMN_2983525	D12ERTD553E	9.794036667	9.160018421	9.136989706	9.133836364
ILMN_1243249	2810410A03RIK	10.7807	10.14750789	10.12662647	10.07005
ILMN_3141048	SEPP1	7.432253333	6.799544737	6.843607353	6.697863636
ILMN_2769918	TIMP1	5.969726667	6.602010526	6.577436765	6.519463636
ILMN_1237567	IL7R	6.91826	6.286176316	6.243760294	6.260904545
ILMN_1257803	A130095K04RIK6.768486667	6.137434211	6.146425	6.027690909
ILMN_1241171	ANXA3	8.77009	8.140389474	8.239335294	8.327272727
ILMN_2993314	CLEC4N	8.155996667	7.526681579	7.760479412	8.076522727
ILMN_1231204	LOC270152	7.684566667	8.313434211	8.328936765	8.274381818
ILMN_2758878	TMEM66	8.604496667	7.976713158	8.059894118	7.877477273
ILMN_2661185	SCML4	9.284993333	8.657247368	8.584035294	8.341754545
ILMN_1239346	KLRE1	6.16771	6.795257895	6.804683824	6.700913636
ILMN_2520264	2010016I18RIK8.114473333	7.487081579	7.539891176	7.383822727
ILMN_3014674	FAM169B	11.03242333	10.40547895	10.41317206	10.31021364
ILMN_2743902	MATK	7.576503333	6.950942105	6.954210294	6.817622727
ILMN_2757807	BC031353	9.67076	9.045855263	9.010575	9.019727273
ILMN_1236245	RAB11FIP4	7.012513333	6.387965789	6.419583824	6.470972727
ILMN_2591342	BC021614	8.086576667	7.463065789	7.519083824	7.435113636
ILMN_2697415	CD3D	12.02597333	11.40273947	11.44940588	11.19695909
ILMN_2581681	D530007E13RIK	9.03998	8.417405263	8.385516176	8.304936364
ILMN_2601453	A130092J06RIK11.47359667	10.85129211	10.81008529	10.56360455
ILMN_2642913	EMP1	7.33474	7.956981579	7.96035	7.996531818
ILMN_2524865	CHI3L4	8.01563	7.393626316	7.45365	7.612545455
ILMN_1256219	LOC10004726111.70327667	11.08238158	11.13535147	11.07144545
ILMN_2903169	GM484	6.439876667	7.060573684	7.045426471	7.021390909
ILMN_3004864	UNC84B	11.49079	10.87096579	10.87125294	10.75787727
ILMN_2648669	GPNMB	7.951466667	7.331673684	7.401155882	7.527768182
ILMN_1216313	STIM1	8.977736667	8.359431579	8.348152941	8.196377273
ILMN_3139253	BTBD11	7.22281	6.604578947	6.573738235	6.500940909
ILMN_2728270	B4GALNT1	10.79857333	10.18042632	10.25875294	10.24815
ILMN_1236507	5830496L11RIK10.00914667	9.393421053	9.308585294	9.088395455
ILMN_1221820	FAIM3	14.32124333	13.70555526	13.69330147	13.7856
ILMN_2766604	CAMP	8.722323333	8.106676316	8.175870588	8.264754545
ILMN_2444984	MACF1	8.425146667	7.809781579	7.706641176	7.701818182
ILMN_3131679	USP18	9.363286667	9.978313158	9.931382353	9.806536364
ILMN_2692615	TGM2	7.39533	8.009855263	8.055310294	8.010068182
ILMN_2449150	MAP4K2	9.819663333	9.205721053	9.206395588	9.199613636
ILMN_1249975	IGHG	9.61923	9.005610526	8.89495	8.797990909
ILMN_2571414	NDR3	6.860516667	6.247115789	6.288842647	6.190795455
ILMN_2923865	CASP6	8.833286667	9.446118421	9.522104412	9.610272727
ILMN_3121891	LMNA	7.756683333	8.369328947	8.354533824	8.464245455
ILMN_2619408	ATF3	6.142813333	6.755302632	6.790607353	6.803554545
ILMN_2964185	H2-­‐M2	7.242236667	6.630168421	6.649022059	6.640009091
ILMN_2685393	CCR5	6.59509	7.20655	7.201767647	7.132563636
ILMN_2856926	GPR114	9.017556667	9.628647368	9.590291176	9.239136364
ILMN_1221311	TTYH3	8.409613333	7.799102632	7.858344118	7.778395455
ILMN_3034877	KIF1B	7.821043333	7.211271053	7.208664706	7.2898
ILMN_1258587	LOC100044376	9.9625	9.352865789	9.335433824	9.182454545
ILMN_1218717	LOC385615	8.83002	8.220628947	8.213408824	7.985740909
ILMN_2594521	NSDHL	7.481536667	8.090739474	8.077933824	8.035827273
ILMN_2919411	OSM	9.0134	9.622018421	9.631194118	9.557322727
ILMN_2573826	GAD1	6.285003333	6.893271053	6.891225	6.819222727
ILMN_1253354	DAPP1	7.88621	8.494418421	8.474091176	8.498481818
ILMN_2476452	CPM	7.303943333	6.69575	6.678776471	6.617622727
ILMN_2834573	BRWD1	8.29335	7.685668421	7.683051471	7.642636364
ILMN_2591754	QPRT	7.878863333	7.271292105	7.245197059	7.181613636
ILMN_2738433	IL4RA	6.239963333	6.846697368	6.896517647	6.838059091
ILMN_2695158	KIFC2	7.343773333	6.737642105	6.732835294	6.713495455
ILMN_2685392	CCR5	6.51683	7.122668421	7.051832353	7.004754545
ILMN_1229746	ECM1	6.132986667	6.738778947	6.806132353	6.615786364
ILMN_2984744	EMP3	12.08539	11.47984474	11.51957794	11.52749091
ILMN_2652500	LRG1	6.716696667	6.111805263	6.120491176	6.114954545
ILMN_2518483	PLA2G12A	6.280293333	6.883357895	6.955323529	6.928695455
ILMN_2845272	KLHDC2	11.45535	12.05764211	12.05591029	12.03670455
ILMN_3105936	CETN4	6.688636667	7.2909	7.333645588	7.254654545
ILMN_3117876	CHI3L3	8.021693333	7.419489474	7.418464706	7.543572727
ILMN_2971171	FCRLA	11.14227667	10.54146579	10.48822647	10.40451818
ILMN_1225132	4930519L02RIK	6.88778	7.488065789	7.525252941	7.638254545
ILMN_2774410	STFA1	8.846636667	8.247494737	8.3801	8.518636364
ILMN_3002095	IL27RA	11.1748	10.57675	10.51693824	10.35572273
ILMN_2543417	AUH	7.760993333	8.358818421	8.450914706	8.496777273
ILMN_1257771	LOC638301	10.25393667	9.656502632	9.600141176	9.438890909
ILMN_2692960	ERO1LB	9.701216667	10.29802105	10.31935588	10.34075909
ILMN_2673233	PFKP	7.466366667	8.062705263	8.096848529	7.994904545
ILMN_1244891	CST7	7.014076667	7.610355263	7.708827941	7.532645455
ILMN_2651886	genericK1	10.80276	11.39885	11.35615735	11.28045455
ILMN_1228917	C330023M02RIK	9.177703333	9.773615789	9.762547059	9.792254545
ILMN_3135781	ANXA3	8.453543333	7.858018421	7.964625	8.134063636
ILMN_2454823	6720418B01RIK8.454683333	7.859492105	7.843507353	7.601404545
ILMN_1244853	LOC100044948	10.73101	11.32439474	11.35923971	11.16399545
ILMN_1254577	AI607873	6.892946667	7.486244737	7.533180882	7.504613636
ILMN_1222543	UGT1A10	6.93978	6.34705	6.38325	6.614104545
ILMN_2458765	AHNAK	9.03018	8.437463158	8.463539706	8.512445455
ILMN_2777696	GCAT	8.453923333	9.046523684	8.955386765	8.900027273
ILMN_2591156	IL27RA	9.22076	8.628213158	8.582977941	8.52225
ILMN_2676543	GRIFIN	6.82902	6.237215789	6.233313235	6.192986364
ILMN_2589401	PLTP	6.6056	7.196813158	7.226439706	7.17085
ILMN_2641360	AK2	9.80652	10.39720263	10.39346912	10.44981818
ILMN_2678431	MNS1	7.623163333	8.211194737	8.219722059	8.216736364
ILMN_1252496	WDR9	8.256553333	7.668823684	7.624570588	7.593372727
ILMN_2919259	SCD2	6.989606667	7.577144737	7.493097059	7.432013636
ILMN_2960114	CYP27A1	7.016623333	6.429744737	6.441141176	6.38235
ILMN_2628178	SOCS2	9.017703333	9.604081579	9.548186765	9.538022727
ILMN_2716511	SLC12A6	10.52652333	9.940578947	9.952173529	9.941263636
ILMN_2609813	CHI3L1	9.720116667	9.134286842	9.338616176	9.407072727
ILMN_1226514	GAB3	8.101403333	7.515847368	7.562842647	7.41685
ILMN_2699531	RGS10	10.51234667	9.926992105	9.937233824	9.797122727
ILMN_1217899	ITK	6.49019	7.075144737	7.055417647	7.021372727
ILMN_2964986	CREM	6.63287	7.216378947	7.199739706	7.17265
ILMN_1245300	F730045P10RIK	7.17087	7.754107895	7.741594118	7.777690909
ILMN_3007862	ABHD14B	8.3503	7.767239474	7.744358824	7.750127273
ILMN_1222036	PAQR7	7.079483333	6.496497368	6.448283824	6.485727273
ILMN_1214998	HSD11B1	8.95546	8.372778947	8.421463235	8.356695455
ILMN_2645275	MVD	8.810396667	9.392594737	9.422547059	9.527990909
ILMN_1217102	TPCN1	9.111683333	8.529544737	8.543391176	8.474540909
ILMN_2692554	9330186A19RIK7.414916667	6.833423684	6.748882353	6.802618182
ILMN_2605858	AI646023	6.66345	6.082005263	6.04915	6.055072727
ILMN_2652857	IFI47	11.22192333	11.80331316	11.72213676	11.57583636
ILMN_1257444	SLC37A1	7.32784	7.907944737	7.907548529	7.987254545
ILMN_2450767	DUSP4	8.0951	8.675071053	8.696419118	8.827554545
ILMN_2611450	IFT172	9.435683333	8.855721053	8.856341176	8.830854545
ILMN_1242769	AKAP8L	10.58592	10.00616053	9.970663235	9.833063636
ILMN_2756438	D7BWG0611E	7.023296667	6.444452632	6.424191176	6.389677273
ILMN_1219017	5031436O03RIK8.368066667	7.789578947	7.810842647	7.816740909
ILMN_2493030	2310043N10RIK9.993046667	9.414568421	9.383005882	9.301872727
ILMN_1217913	D230007K08RIK9.815053333	9.236857895	9.225373529	8.991240909
ILMN_1256430	MCOLN3	7.33355	6.755771053	6.748322059	6.62405
ILMN_2650255	MAN2A2	7.403953333	6.826876316	6.818861765	6.736995455
ILMN_1248714	CD55	8.813533333	8.236618421	8.2139	8.190377273
ILMN_2740628	NDRG3	7.83159	7.255418421	7.260383824	7.269290909
ILMN_2761109	CLIC4	11.06524333	11.64044474	11.625275	11.63201364
ILMN_1230605	GM336	7.11325	7.687934211	7.6587	7.673177273
ILMN_1219860	LTK	8.006776667	7.432202632	7.398382353	7.413186364
ILMN_2810882	PPIC	9.265503333	8.691218421	8.651352941	8.542872727
ILMN_2807335	3110001A13RIK9.544203333	8.970439474	8.958279412	8.976627273
ILMN_2504447	EG330070	7.050706667	6.477302632	6.498975	6.470545455
ILMN_2864309	OTTMUSG0000000089.7419457	7.921613158	7.999452941	8.111331818
ILMN_1234020	SCL0002007.1_99.7443223333	8.870315789	8.903952941	8.853154545
ILMN_1228213	IFI30	11.57212333	12.14438947	12.18978676	12.1859
ILMN_1247199	LOC1000467708.874063333	8.301918421	8.328780882	8.228481818
ILMN_3077377	WARS	7.11178	7.6835	7.700954412	7.649859091
ILMN_1252295	LOC1000388946.395856667	6.966326316	6.988614706	6.970359091
ILMN_2644350	THY1	10.65563333	11.22597105	11.23514412	11.07841364
ILMN_1253008	ACAT2	8.73794	9.308271053	9.341198529	9.285022727
ILMN_2629112	ASAH3L	6.420043333	6.989957895	6.995489706	6.845595455
ILMN_2693679	CCDC125	7.619536667	7.050602632	7.065383824	7.088504545
ILMN_3149776	B3GNT8	7.61935	7.050542105	7.034622059	7.055154545
ILMN_2823778	SC4MOL	9.339616667	9.908247368	9.800502941	9.942090909
ILMN_2733185	CDC42EP3	8.85545	8.286834211	8.258167647	8.201140909
ILMN_2725402	NSDHL	7.48332	8.050342105	8.035323529	8.0115
ILMN_2833248	C330023M02RIK	8.10134	8.667568421	8.672432353	8.655227273
ILMN_2774160	HSD11B1	8.706833333	8.140992105	8.175951471	8.124913636
ILMN_2711948	LOC10004761910.43146667	10.99716842	10.94898088	11.03114545
ILMN_2763739	BC032203	10.80728	10.24174474	10.17495441	10.13608636
ILMN_2593554	IGTP	12.18893	12.75399474	12.77557059	12.59678636
ILMN_2733733	TLR2	8.649903333	8.085921053	8.190616176	8.354554545
ILMN_2605453	RANBP10	10.22959667	9.666002632	9.65415	9.647813636
ILMN_2919263	SLC25A1	9.166143333	9.728544737	9.787044118	9.847804545
ILMN_1220397	TTC28	7.667103333	7.1052	7.127416176	7.132168182
ILMN_1249740	TSSC6	7.490173333	6.929126316	6.912072059	6.813518182
ILMN_1245754	CD84	7.52019	6.959386842	6.929688235	6.729927273
ILMN_2930552	9130211I03RIK6.768166667	7.327544737	7.359879412	7.235159091
ILMN_2698519	HIST1H3H	7.513023333	8.071597368	8.014075	8.023959091
ILMN_2721571	SLAMF1	8.52409	9.082347368	9.069436765	8.967859091
ILMN_2900462	ATP2A3	10.93327	10.37553947	10.34407206	10.38361364
ILMN_2883267	LRRK2	9.364593333	9.921984211	9.942058824	9.879545455
ILMN_1248651	C330023M02RIK	8.314133333	8.871386842	8.864563235	8.889795455
ILMN_2531737	LOC240672	7.56991	8.125805263	8.094517647	8.219213636
ILMN_1215796	LOC1000466086.529113333	7.084997368	7.035101471	6.976813636
ILMN_2703563	STAC2	7.38922	6.834084211	6.875988235	6.836763636
ILMN_2599719	SLC44A2	11.92352	11.36847105	11.35597647	11.30884091
ILMN_1227570	LOC386545	8.743896667	8.189294737	8.230036765	7.990959091
ILMN_1222821	ROGDI	8.786446667	8.232284211	8.291411765	8.395709091
ILMN_2493826	UGT1A10	7.023866667	6.470215789	6.490170588	6.716004545
ILMN_1230143	BATF2	5.85682	6.409157895	6.445595588	6.382068182
ILMN_1229193	MSN	10.28875	9.737642105	9.735795588	9.645190909
ILMN_2483811	2210408F11RIK11.01110667	10.46008421	10.42315588	10.34929091
ILMN_2660837	ST6GALNAC4	7.92546	8.476447368	8.480754412	8.539186364
ILMN_2767918	IFI30	10.28789667	10.83849737	10.96806324	11.00708182
ILMN_2725414	CD9	9.422196667	8.872436842	8.904213235	8.970577273
ILMN_1231447	TPI1	7.384893333	7.934492105	7.937911765	7.839004545
ILMN_2700354	DENND5B	8.391203333	7.842021053	7.911129412	7.785286364
ILMN_1224945	E130113K22RIK8.219303333	7.670147368	7.685198529	7.493963636
ILMN_1226755	E030007N04RIK9.077833333	8.528928947	8.625920588	8.525272727
ILMN_1225214	CDKN2D	8.793143333	8.244407895	8.240169118	8.105931818
ILMN_1212982	ZFP318	10.27203	9.723307895	9.703748529	9.6047
ILMN_1254218	NISCH	10.79873	10.25001842	10.28934265	10.102
ILMN_2474052	5830411I20	9.479836667	10.02834474	10.04819559	9.973677273
ILMN_1226901	MAN2A2	7.381073333	6.832571053	6.870908824	6.774418182
ILMN_2684600	NALP6	5.683113333	6.230942105	6.205075	6.286981818
ILMN_1217408	PRKACB	12.42386	11.87606842	11.88194706	11.79191818
ILMN_1241610	ADRB2	9.541823333	8.994415789	8.973683824	8.949086364
ILMN_2928599	SIGLECH	7.47144	6.924655263	6.936369118	6.803009091
ILMN_2712867	TIMP2	7.230993333	6.684518421	6.748505882	6.6003
ILMN_2593787	KCNK13	5.92443	6.470689474	6.479725	6.553636364
ILMN_1243150	A130010J15RIK	9.42285	8.876610526	8.875494118	8.746018182
ILMN_2957862	NOC4L	9.10952	9.6555	9.677673529	9.723059091
ILMN_2846865	ACTB	10.15901333	9.613102632	9.645202941	9.835927273
ILMN_1218799	EMB	10.10022333	9.554318421	9.501319118	9.343713636
ILMN_3054914	USP18	7.713743333	8.259573684	8.224657353	8.138522727
ILMN_1238547	AREG	6.01426	6.559955263	6.514355882	6.508963636
ILMN_2711172	IRGM1	6.705733333	7.251423684	7.156748529	7.172445455
ILMN_2845080	PSAP	12.3915	11.84617895	11.88253382	11.91787727
ILMN_1239411	6430510M02RIK	9.146923333	8.603228947	8.535841176	8.503222727
ILMN_3079919	AHNAK	7.987826667	7.444255263	7.509125	7.546490909
ILMN_1251984	C730026J16	8.910436667	9.453307895	9.458835294	9.488
ILMN_1242794	D630014A15RIK8.913583333	8.370760526	8.378547059	8.273154545
ILMN_3163572	ADCY7	8.611366667	8.068673684	8.002292647	7.965472727
ILMN_2537948	LOC624610	8.479553333	9.02185	8.960245588	8.972936364
ILMN_1246895	C78339	10.46701333	9.924855263	9.913516176	9.792804545
ILMN_1249014	TBX6	7.509416667	6.967384211	6.934380882	6.88865
ILMN_2988931	STFA1	8.375453333	7.83345	7.962795588	8.1119
ILMN_2863390	FCER1A	6.565336667	7.107023684	7.149798529	7.251063636
ILMN_1257107	LOC10004382111.29150333	10.74987368	10.77962353	10.63337727
ILMN_1228937	CYHR1	8.615836667	8.074321053	8.140413235	8.088863636
ILMN_2729958	HIST1H3D	9.276753333	9.817342105	9.843720588	9.779963636
ILMN_2664726	3110013H01RIK7.524233333	8.064392105	8.045011765	8.076427273
ILMN_2662387	LMNA	7.710816667	8.250452632	8.270158824	8.388381818
ILMN_2944601	4933439C20RIK	10.40494	9.865452632	9.853114706	9.903972727
ILMN_1224473	LOC380797	8.568663333	8.029181579	8.096419118	7.870022727
ILMN_1225085	PRKCB	11.67589	11.13770789	11.13858382	11.04082273
ILMN_2604029	KLF2	11.83327	11.29523421	11.33738088	11.20542727
ILMN_2443164	SCL0002069.1_74.8571263333	8.109255263	8.113289706	8.152909091
ILMN_1227907	GMFG	11.43036667	10.89250526	10.94621176	10.78452727
ILMN_1225764	MFSD2	7.970076667	8.507844737	8.490097059	8.5117
ILMN_2967266	FXYD5	12.00867333	11.47132632	11.60679559	11.49645
ILMN_1236354	E130302P19RIK7.808183333	7.271594737	7.243542647	7.254131818
ILMN_3115796	CD40	11.16950667	11.70592105	11.66586912	11.74807727
ILMN_2597710	LMNA	6.945293333	7.481457895	7.527360294	7.643618182
ILMN_1236256	ARHGEF1	10.30117333	9.765702632	9.777082353	9.565368182
ILMN_1231146	AGFG1	10.03638	10.57182895	10.54505441	10.58565
ILMN_2689731	DUSP4	7.44453	7.979928947	7.960576471	8.077036364
ILMN_2476329	WHRN	8.198216667	7.662876316	7.624944118	7.688081818
ILMN_3149680	FBXL12	9.55774	9.022781579	8.979083824	8.911004545
ILMN_2891245	RHBDL2	11.17166667	10.63687632	10.66231765	10.44623636
ILMN_3109491	6430527G18RIK10.69194667	10.15745	10.05446765	9.996531818
ILMN_1251713	CAR12	6.303143333	6.837231579	6.808888235	6.762877273
ILMN_2516221	TCRB-­‐V8.2	8.713246667	8.179173684	8.227629412	7.963136364
ILMN_1234988	GAD1	6.138176667	6.672023684	6.655942647	6.64945
ILMN_2737713	EDN1	6.211046667	6.744673684	6.792708824	6.801963636
ILMN_1220739	NSG2	6.515793333	5.982639474	5.980491176	5.877881818
ILMN_2615739	GM459	10.43873667	9.905744737	9.871022059	10.01163636
ILMN_1228330	PLCL2	9.758736667	9.225823684	9.202452941	9.242722727
ILMN_3160842	BC087945	11.48216667	12.01505526	11.98382206	11.96960909
ILMN_1249637	PEG13	7.152553333	6.619871053	6.594275	6.661804545
ILMN_2620326	CYP27A1	6.618803333	6.086228947	6.130180882	6.038081818
ILMN_1247823	LRP8	6.931496667	7.464068421	7.458729412	7.48775
ILMN_2722996	SIRPA	8.616523333	8.084239474	8.143004412	8.417745455
ILMN_2914010	DMWD	6.59818	7.130428947	7.099555882	7.121695455
ILMN_1231858	FCRL1	9.11691	8.584847368	8.649417647	8.543518182
ILMN_2684515	SRPK3	11.26210333	10.73063158	10.67311765	10.63067727
ILMN_3160218	AMICA1	7.86067	8.392005263	8.426604412	8.322131818
ILMN_2469253	VPREB3	8.61418	8.083365789	8.268382353	8.165345455
ILMN_2616989	KCTD17	7.071666667	7.602447368	7.611333824	7.592340909
ILMN_2725595	THRA	6.775176667	6.244463158	6.252422059	6.26795
ILMN_1217406	1110013L07RIK	8.25656	7.726518421	7.709145588	7.483686364
ILMN_1233545	LBH	9.173483333	8.643457895	8.585191176	8.667568182
ILMN_2502346	SAMSN1	6.83519	7.365021053	7.424139706	7.413554545
ILMN_1245924	MAP3K8	8.41872	8.948184211	8.970817647	8.893895455
ILMN_2760765	BC021381	8.589116667	8.059802632	8.060226471	8.142354545
ILMN_2664686	CHAF1B	8.82029	9.349602632	9.297583824	9.275677273
ILMN_2424721	PDGFA	6.399903333	6.928989474	6.853522059	6.927486364
ILMN_2502136	CD40	10.06332667	10.59213684	10.70311912	10.74522273
ILMN_3116935	BTLA	10.49572	9.967563158	9.945167647	9.868113636
ILMN_2925711	DUSP6	9.465566667	8.938113158	8.877455882	9.070204545
ILMN_2770119	ZBTB32	10.86225333	11.38918947	11.30878824	11.42603182
ILMN_1256702	S100A10	9.221003333	8.694873684	8.738216176	8.63095
ILMN_2833441	TRAFD1	10.66275667	11.18868947	11.17483971	11.16915455
ILMN_2522571	SETD7	8.49144	7.965744737	7.900425	7.745868182
ILMN_2448404	SCL0002975.1_83.45633736667	8.008318421	8.116742647	7.919968182
ILMN_2561749	A630072I12RIK	6.90215	6.376881579	6.363104412	6.256609091
ILMN_2992653	MSH5	7.365693333	6.840486842	6.806542647	6.832295455
ILMN_3068231	MAX	7.004783333	7.529568421	7.488708824	7.388690909
ILMN_2775202	RRAGD	7.19449	7.719044737	7.690863235	7.569304545
ILMN_1253601	AACS	9.945826667	10.47036053	10.46929412	10.52398636
ILMN_2694170	CD97	9.80694	9.283168421	9.352319118	9.337640909
ILMN_1222471	GMFG	11.24841667	10.72540789	10.77340735	10.59015
ILMN_2923864	CASP6	8.035723333	8.557984211	8.620341176	8.727013636
ILMN_2497190	BMF	6.99474	6.472515789	6.411789706	6.365568182
ILMN_2750062	ARHGAP24	7.191523333	6.669510526	6.721417647	6.661459091
ILMN_2776952	TMEM55B	8.84177	9.363155263	9.356698529	9.371772727
ILMN_2880536	UCK2	10.53304667	11.05398684	11.00229706	11.02895909
ILMN_2694175	CD97	9.902043333	9.381402632	9.428180882	9.414463636
ILMN_1253851	HIST2H2BE	8.37224	8.892865789	8.900198529	8.836145455
ILMN_2756439	GRAMD1A	7.12322	6.602613158	6.640825	6.581772727
ILMN_1214703	NME7	6.773053333	6.252663158	6.253341176	6.174459091
ILMN_3151503	C130032J12RIK8.786306667	9.305681579	9.304608824	9.324440909
ILMN_2621901	BC004022	9.374146667	9.893202632	9.914832353	9.842027273
ILMN_2657685	AASS	6.827346667	7.346360526	7.374670588	7.304227273
ILMN_1221568	CDCA7	10.56978333	11.08840526	11.05373088	11.14640455
ILMN_1246270	GINS2	7.822786667	8.340892105	8.295725	8.257509091
ILMN_2688236	ATP2A3	12.58813	12.07048684	12.02009118	11.99795455
ILMN_2792601	P2RY5	10.28267667	9.765228947	9.736329412	9.777036364
ILMN_2760979	TGFBR2	12.03852	11.52211316	11.50930147	11.44098182
ILMN_1213483	FLCN	10.64120333	10.12503947	10.09291765	10.15793636
ILMN_2705628	CLEC4D	8.82084	8.305036842	8.482082353	8.779268182
ILMN_1214318	RASGRP1	6.667076667	7.182584211	7.145963235	6.966668182
ILMN_2771349	0610007P14RIK9.340376667	9.855694737	9.816160294	9.903672727
ILMN_2681601	SLC44A2	8.348826667	7.834094737	7.856692647	7.706281818
ILMN_1246609	RASGRP1	11.33855	11.85307105	11.85594265	11.60770455
ILMN_2508626	PEX11C	6.693453333	6.179115789	6.188005882	6.216986364
ILMN_2617820	PPP3CC	10.23106667	10.74528684	10.718925	10.57838182
ILMN_2433964	GIGYF1	9.174583333	8.660778947	8.685676471	8.544772727
ILMN_1229458	PRKCB	9.352536667	8.83875	8.763423529	8.807190909
ILMN_2945694	HIST1H3A	8.371906667	8.885407895	8.898982353	8.834895455
ILMN_1231309	LY9	10.57010333	10.05668158	10.06185147	10.05565
ILMN_2510383	TNFRSF25	8.859573333	8.346544737	8.361252941	8.340177273
ILMN_2711075	MMP9	7.191016667	6.678302632	6.702389706	6.812577273
ILMN_1249378	BHLHB2	9.07604	9.588647368	9.570416176	9.578259091
ILMN_2506012	TRP53INP1	10.08522	9.572681579	9.5451	9.469318182
ILMN_2509340	FOXO1	8.654366667	8.141878947	8.104170588	8.069745455
ILMN_1221703	ABCA7	10.62202667	10.11	10.13834265	10.13358636
ILMN_2665087	KLF1	6.577006667	7.0889	7.095722059	7.126468182
ILMN_2689307	SPNB2	8.52137	8.010315789	8.029977941	7.859663636
ILMN_1226261	FAM158A	7.96853	7.457605263	7.488210294	7.446190909
ILMN_1245354	TLR7	9.301983333	9.812560526	9.875805882	9.876613636
ILMN_2615672	PRELID2	6.108273333	6.618676316	6.652044118	6.542881818
ILMN_2418957	5930418K15RIK9.004963333	8.495173684	8.470373529	8.374686364
ILMN_2639012	CCR6	10.53305333	10.02367368	10.09640441	10.09141818
ILMN_1233917	LOC1000414636.175063333	6.684076316	6.631039706	6.519009091
ILMN_2645208	ARHGEF3	12.13058667	11.62189474	11.58621324	11.50325909
ILMN_1252488	CLEC2I	7.829716667	7.321136842	7.3058	7.242727273
ILMN_2925008	SFT2D2	6.48672	6.995207895	6.920232353	6.906186364
ILMN_2421246	TCRB-­‐V8.3	8.367016667	7.858584211	7.941542647	7.684159091
ILMN_2742928	FXYD5	10.26460667	9.756181579	9.868969118	9.726668182
ILMN_2604556	PDE7A	7.412516667	6.904297368	6.839942647	6.878745455
ILMN_1260323	AKR1C18	5.69947	6.207665789	6.194161765	6.198459091
ILMN_2883268	LRRK2	9.31324	9.821171053	9.822963235	9.761345455
ILMN_2480682	TMEM23	8.860773333	8.353092105	8.289407353	8.190659091
ILMN_2748164	HIST1H3F	8.912953333	9.420621053	9.416923529	9.431840909
ILMN_1224034	PDE1B	9.389363333	8.881973684	8.900580882	8.945822727
ILMN_2712075	LCN2	11.52582333	11.01917105	11.18763088	11.47061818
ILMN_3125814	ACSL6	5.60918	6.115702632	6.077122059	6.127881818
ILMN_2790357	SEMA7A	8.332696667	8.839102632	8.841805882	8.810909091
ILMN_2416460	TRBV8_AE000663_T_CELL_RE	8.769396667	CEPT8O.2R6_3B5E0T7A8_9V5ARIABL8E.3581522730529	8.056295455
ILMN_2568028	IL2RG	9.496336667	8.990715789	9.037976471	8.851422727
ILMN_1247377	MPEG1	8.820523333	9.325578947	9.300376471	9.23945
ILMN_3153753	CACNB3	7.98161	7.476615789	7.583061765	7.606531818
ILMN_2588055	ACTB	9.934683333	9.429810526	9.439613235	9.614481818
ILMN_2880346	RRP1B	8.254853333	8.759510526	8.699454412	8.764309091
ILMN_2540344	LOC381889	7.8252	8.329739474	8.275372059	8.279772727
ILMN_1237625	FAM113B	8.187733333	7.683394737	7.662777941	7.734872727
ILMN_1214800	RNF167	9.872936667	9.368607895	9.405135294	9.303831818
ILMN_2519313	TMOD4	8.734043333	8.229944737	8.188375	8.138731818
ILMN_2724545	SBK	11.35983333	10.85581316	10.80280588	10.82701818
ILMN_2874816	CDC14B	7.573256667	7.069355263	7.069520588	7.048240909
ILMN_1224770	GPRASP1	9.77645	9.2726	9.234861765	9.250504545
ILMN_2681516	SLC39A6	8.814913333	9.318736842	9.304892647	9.30945
ILMN_1237990	GALE	6.785393333	7.288428947	7.329561765	7.342213636
ILMN_1228783	LOC100043986	6.91082	6.407823684	6.473876471	6.429927273
ILMN_1237114	TMEM154	8.138643333	7.636152632	7.585944118	7.646022727
ILMN_2828916	FRMD6	8.007456667	8.509536842	8.570277941	8.408954545
